sseqid,sstart,send,sense,attribute
LinJ.33,508460,510871,+,product=hypothetical protein - conserved
LinJ.33,511929,513794,+,product=WD domain - G-beta repeat - putative
LinJ.33,514813,517383,+,product=WD domain - G-beta repeat - putative
LinJ.33,518258,519472,+,product=hypothetical protein - conserved
LinJ.33,520497,521480,+,product=mitochondrial RNA binding protein - putative
LinJ.33,522631,525561,+,product=hypothetical protein - conserved
LinJ.33,526389,527381,+,product=hypothetical protein - conserved
LinJ.33,528028,528531,+,product=Thioredoxin - putative
LinJ.33,530694,532469,+,product=Major Facilitator Superfamily/Nucleoside H+ symporter/LacY proton/sugar symporter - putative
LinJ.33,534448,534834,+,product=hypothetical protein
LinJ.33,536360,538321,+,product=ABC transporter - putative
LinJ.33,540193,540828,+,product=hypothetical protein - conserved
LinJ.33,541923,543935,+,product=expression-site associated gene (ESAG3) - putative
LinJ.33,545130,545927,+,product=hypothetical protein - conserved
LinJ.33,548116,549360,+,product=glutamine aminotransferase - putative
LinJ.33,550115,550942,+,product=QA-SNARE protein putative
LinJ.33,551320,551865,+,product=hypothetical protein - conserved
LinJ.33,552516,552839,+,product=iron-sulfur cluster assembly protein - putative
LinJ.33,555988,556314,+,product=hypothetical protein
LinJ.33,557286,557831,+,product=hypothetical protein
LinJ.33,560248,561642,+,product=hypothetical protein - conserved
LinJ.33,562291,563565,+,product=hypothetical protein - conserved
LinJ.33,565427,566653,+,product=mitogen activated protein kinase - putative
LinJ.33,571055,571936,+,product=hypothetical protein - conserved
LinJ.33,574038,579830,+,product=protein kinase - putative
LinJ.33,580640,582409,+,product=WD domain - G-beta repeat - putative
LinJ.33,586708,588174,+,product=amino acid permease-like protein
LinJ.33,594171,595922,+,product=hypothetical protein - conserved
LinJ.33,601178,603214,+,product=RNA recognition motif. (a.k.a. RRM - RBD - or RNP domain) - putative
LinJ.33,610408,611037,+,product=RNA recognition motif. (a.k.a. RRM - RBD - or RNP domain)/RNA recognition motif (a.k.a. RRM - RBD - or RNP domain) - putative
LinJ.33,628561,629553,+,product=RNA recognition motif. (a.k.a. RRM - RBD - or RNP domain)/RNA recognition motif (a.k.a. RRM - RBD - or RNP domain) - putative
LinJ.33,650509,650895,+,product=RNA-binding protein - putative
LinJ.33,658954,669282,+,product=hypothetical protein - conserved
LinJ.33,671478,674036,+,product=hypothetical protein - conserved
LinJ.33,675563,677461,+,product=hypothetical protein - conserved
LinJ.33,678807,679418,+,product=PRA1 family protein - putative
LinJ.33,682026,682571,+,product=PRA1 family protein - putative
LinJ.33,685003,685665,+,product=elongation factor 1-gamma - putative
LinJ.33,687034,688017,+,product=hypothetical protein - conserved
LinJ.33,689521,691533,+,product=Sulfite exporter TauE/SafE - putative
LinJ.33,692840,693631,+,product=ribulose-5-phosphate 3-epimerase - putative
LinJ.33,695360,696898,+,product=hypothetical protein - conserved
LinJ.33,698505,699485,+,product=hypothetical protein - conserved
LinJ.33,700663,701643,+,product=3-ketoacyl-CoA reductase - putative
LinJ.33,702578,705280,+,product=hypothetical protein - conserved
LinJ.33,705741,707159,+,product=peptidase m20/m25/m40 family-like protein
LinJ.33,713637,716354,+,product=hypothetical protein - conserved
LinJ.33,717320,717910,+,product=cyclophilin 4 - putative
LinJ.33,718357,718728,+,product=hypothetical protein - conserved
LinJ.33,719069,719866,+,product=hypothetical protein - conserved
LinJ.33,720220,720834,+,product=hypothetical protein - conserved
LinJ.33,721236,722600,+,product=UDP-GlcNAc:PI a1-6 GlcNAc-transferase
LinJ.33,723149,725536,+,product=thiamine biosynthesis-like protein
LinJ.33,728121,728462,+,product=hypothetical protein
LinJ.33,728989,732087,+,product=DNA polymerase delta catalytic subunit - putative
LinJ.33,733768,737079,+,product=DNA-dependent ATPase - putative
LinJ.33,740333,742255,+,product=protein kinase - putative
LinJ.33,744901,746127,+,product=Anaphase-promoting complex subunit 5/Tetratricopeptide repeat - putative
LinJ.33,747296,749977,+,product=mitochondrial RNA binding complex 1 subunit - putative
LinJ.33,750452,750793,+,product=macrophage migration inhibitory factor-like protein
LinJ.33,751203,751544,+,product=macrophage migration inhibitory factor-like protein
LinJ.33,751982,752797,-,product=OTT 1508-like deaminase - putative
LinJ.33,756155,761050,-,product=hypothetical protein - conserved
LinJ.33,761617,762378,-,product=Histone methylation protein DOT1 - putative
LinJ.33,763528,764175,+,product=Der1-like family - putative
LinJ.33,764471,765637,+,product=hypothetical protein - conserved
LinJ.33,765964,767256,+,product=hypothetical protein - conserved
LinJ.33,767919,770795,+,product=dual-specificity protein kinase - putative
LinJ.33,778074,778355,+,product=hypothetical protein
LinJ.33,779462,780115,+,product=small GTP-binding protein Rab18 - putative
LinJ.33,781304,782074,+,product=hypothetical protein - conserved
LinJ.33,783781,785703,+,product=glycosomal transporter (GAT2) - putative
LinJ.33,787966,789924,+,product=nucleolar GTP-binding protein - putative
LinJ.33,791879,792697,+,product=hypothetical protein - conserved
LinJ.33,793810,795471,+,product=hypothetical protein - conserved
LinJ.33,796116,796499,+,product=LisH domain-containing protein FOPNL - putative
LinJ.33,797328,797942,+,product=vesicular protein trafficking mediator - putative
LinJ.33,800424,802178,+,product=ribosome assembly protein RRB1 - putative
LinJ.33,803365,803934,+,product=Phosphate transport (Pho88) - putative
LinJ.33,804681,805205,+,product=hypothetical protein
LinJ.33,806072,807142,+,product=phosphoribosylpyrophosphate synthetase - putative
LinJ.33,811103,813055,+,product=hypothetical protein - conserved
LinJ.33,814470,816554,+,product=hypothetical protein - conserved
LinJ.33,817396,817647,+,product=60S ribosomal protein L37
LinJ.33,819459,821084,+,product=hypothetical protein - conserved
LinJ.33,822456,823943,+,product=RNA editing complex protein MP46
LinJ.33,825664,827010,+,product=serine/threonine-protein kinase a - putative
LinJ.33,833006,834727,+,product=hypothetical protein - conserved
LinJ.33,835791,836138,+,product=Presenilin enhancer-2 subunit of gamma secretase - putative
LinJ.33,838771,842910,+,product=calpain protease-like protein
LinJ.33,848012,850186,+,product=hypothetical protein - conserved
LinJ.33,858000,859133,+,product=hypothetical protein - conserved
LinJ.33,860194,860745,+,product=hypothetical protein
LinJ.33,861864,864227,+,product=hypothetical protein - conserved
LinJ.33,865477,866712,+,product=hypothetical protein - conserved
LinJ.33,867403,867753,+,product=hypothetical protein - conserved
LinJ.33,872161,875172,+,product=mitogen-activated protein kinase - putative
LinJ.33,876829,880578,+,product=hypothetical protein - conserved
LinJ.33,882055,885546,+,product=copper-transporting ATPase-like protein - putative
LinJ.33,886863,888371,+,product=glycerolphosphate mutase - putative
LinJ.33,890333,891865,+,product=phosphoglycerate mutase - putative
LinJ.33,893416,894078,+,product=HIT zinc finger containing protein - putative
LinJ.33,899290,902052,+,product=hypothetical protein - conserved
LinJ.33,904050,906932,+,product=kinesin - putative
LinJ.33,910563,913184,+,product=WD domain - G-beta repeat - putative
LinJ.33,917720,918325,+,product=Acid Phosphatase - putative
LinJ.33,919605,924026,+,product=hypothetical protein - conserved
LinJ.33,929468,933733,+,product=hypothetical protein - conserved
LinJ.33,940323,942626,+,product=hypothetical protein - conserved
LinJ.33,944274,945440,+,product=hypothetical protein - conserved
LinJ.33,948252,949178,+,product=hypothetical protein - conserved
LinJ.33,950187,950768,+,product=hypothetical protein - conserved
LinJ.33,952028,954295,+,product=Solute carrier (proton/amino acid symporter) - TRAMD3 or PAT1 - putative
LinJ.33,956928,957728,+,product=hypothetical protein - conserved
LinJ.33,958387,959322,+,product=hypothetical protein - conserved
LinJ.33,960241,961608,+,product=hypothetical protein - conserved
LinJ.33,962692,966978,+,product=glycosyl hydrolase-like protein
LinJ.33,969006,970862,+,product=hypothetical protein - conserved
LinJ.33,972334,975420,+,product=MYND finger containing protein - putative
LinJ.33,979290,983663,+,product=protein kinase - putative
LinJ.33,986795,987970,+,product=udp-glc 4'-epimerase - putative
LinJ.33,990542,992119,+,product=hypothetical protein - conserved
LinJ.33,993361,995718,+,product=cell division cycle 45 (CDC45) - putative
LinJ.33,998163,1001360,+,product=hypothetical protein - conserved
LinJ.33,1002618,1004087,+,product=succinyl-coA:3-ketoacid-coenzyme A transferase - mitochondrial precursor - putative
LinJ.33,1005825,1008404,+,product=Rab-GTPase-TBC domain containing protein - putative
LinJ.33,1012364,1015153,+,product=ATP synthase regulation protein NCA2 - putative
LinJ.33,1016023,1017714,+,product=hypothetical protein - conserved
LinJ.33,1018401,1019246,+,product=hypothetical protein
LinJ.33,1022492,1024120,+,product=Golgi reassembly stacking protein (GRASP homologue) - putative
LinJ.33,1026613,1028517,+,product=heat shock protein - putative
LinJ.33,1029975,1031678,+,product=ras-like small GTPases - putative
LinJ.33,1033150,1035165,+,product=Putative diphthamide synthesis protein - putative
LinJ.33,1036144,1038285,+,product=MYND finger containing protein - putative
LinJ.33,1039482,1041434,+,product=hypothetical protein - conserved
LinJ.33,1042696,1044216,+,product=hypothetical protein - conserved
LinJ.33,1045885,1050810,+,product=hypothetical protein - conserved
LinJ.33,1051509,1054664,+,product=hypothetical protein - conserved
LinJ.33,1056970,1058169,+,product=hypothetical protein - conserved
LinJ.33,1060587,1062347,+,product=hypothetical protein - conserved
LinJ.33,1063158,1065221,+,product=recombinase rad51 - putative
LinJ.33,1067587,1068546,+,product=Radial spokehead-like protein - putative
LinJ.33,1069795,1071828,+,product=mitochondrial RNA binding complex 1 subunit
LinJ.33,1073426,1075141,+,product=UDP-N-acetylglucosamine pyrophosphorylase - putative
LinJ.33,1077398,1081285,+,product=NUC173 domain containing protein - putative
LinJ.33,1082558,1084057,+,product=carboxypeptidase - putative
LinJ.33,1085686,1086963,+,product=isocitrate dehydrogenase - putative
LinJ.33,1093555,1099779,+,product=Unc104-like kinesin - putative
LinJ.33,1100937,1102520,+,product=metallo-peptidase - Clan MF - Family M17
LinJ.33,1103571,1103870,+,product=hypothetical protein - conserved
LinJ.33,1104614,1106353,+,product=hypothetical protein - conserved
LinJ.33,1107329,1110487,+,product=hypothetical protein - conserved
LinJ.33,1111545,1114349,+,product=enoyl-CoA hydratase/Enoyl-CoA isomerase/3- hydroxyacyl-CoA dehydrogenase - putative
LinJ.33,1115526,1116977,+,product=metallo-peptidase - Clan ME - Family M16
LinJ.33,1117851,1119329,+,product=Signal recognition particle receptor beta subunit/Elongation factor Tu GTP binding domain containing protein - putative
LinJ.33,1121164,1124418,+,product=dynein intermediate chain - putative
LinJ.33,1126074,1127363,+,product=LIM domain containing protein - putative
LinJ.33,1129237,1131636,+,product=hypothetical protein - conserved
LinJ.33,1132181,1135681,+,product=hypothetical protein - conserved
LinJ.33,1136511,1140197,+,product=hypothetical protein - conserved
LinJ.33,1142076,1144580,+,product=hypothetical protein - conserved
LinJ.33,1145360,1146160,+,product=DNAJ family-like protein
LinJ.33,1147008,1149653,+,product=DNA replication licensing factor MCM3 - putative
LinJ.33,1150982,1151482,+,product=Complex 1 protein (LYR family) - putative
LinJ.33,1152550,1153929,+,product=3-oxoacyl-acyl carrier protein synthase ii - putative
LinJ.33,1172987,1174495,+,product=MRB1-associated protein
LinJ.33,1176482,1178935,+,product=translation initiation factor IF-2 - putative
LinJ.33,1181203,1184472,+,product=Domain of unknown function (DUF4520) - putative
LinJ.33,1185517,1188249,+,product=hypothetical protein - conserved
LinJ.33,1189494,1190219,+,product=ubiquitin-conjugating enzyme - putative
LinJ.33,1193561,1208917,+,product=Concanavalin A-like lectin/glucanases superfamily/Beige/BEACH domain containing protein - putative
LinJ.33,1210013,1212541,+,product=GTP-binding elongation factor tu family protein - putative
LinJ.33,1214140,1214595,+,product=hypothetical protein - conserved
LinJ.33,1216261,1217682,+,product=transcription elongation factor-like protein
LinJ.33,1219258,1221039,+,product=PWWP domain/TFIIS helical bundle-like domain containing protein - putative
LinJ.33,1223091,1223801,+,product=cysteine peptidase - Clan CA - family C51 - putative
LinJ.33,1226682,1227995,+,product=hypothetical protein - conserved
LinJ.33,1231378,1232154,+,product=Tyrosine phosphatase family/Tyrosine phosphatase family C-terminal region containing protein - putative
LinJ.33,1233550,1234764,+,product=cysteine peptidase - Clan CA - family C51 - putative
LinJ.33,1236128,1237582,+,product=hypothetical protein - conserved
LinJ.33,1238634,1238981,+,product=hypothetical protein - conserved
LinJ.33,1239725,1240969,+,product=hypothetical protein - conserved
LinJ.33,1246557,1247264,+,product=hypothetical protein - conserved
LinJ.33,1254583,1255197,+,product=hypothetical protein - conserved
LinJ.33,1264509,1265201,+,product=hypothetical protein - conserved
LinJ.33,1290121,1298346,+,product=hypothetical protein - conserved
LinJ.33,1303854,1311959,+,product=hypothetical protein - conserved
LinJ.33,1315011,1319792,+,product=Present in the outer mitochondrial membrane proteome 22-1
LinJ.33,1325087,1330438,+,product=hypothetical protein - conserved
LinJ.33,1335909,1336829,+,product=hypothetical protein - conserved
LinJ.33,1343963,1348438,+,product=hypothetical protein - conserved
LinJ.33,1352094,1354067,+,product=hypothetical protein - conserved
LinJ.33,1361351,1363225,+,product=hypothetical protein - conserved
LinJ.33,1368966,1373699,+,product=hypothetical protein - conserved
LinJ.33,1374928,1378602,+,product=hypothetical protein - conserved
LinJ.33,1385172,1386155,+,product=hypothetical protein - conserved
LinJ.33,1390979,1394140,+,product=hypothetical protein - conserved
LinJ.33,1400389,1403547,+,product=hypothetical protein - conserved
LinJ.33,1409108,1412017,+,product=hypothetical protein - conserved
LinJ.33,1420388,1423615,+,product=hypothetical protein - conserved
LinJ.33,1424714,1428727,+,product=ABC transporter family-like protein
LinJ.33,1429550,1431598,+,product=tyrosyl-DNA phosphodiesterase 1
LinJ.33,1434363,1434824,+,product=46 kD virulence factor
LinJ.33,1437194,1439953,+,product=Flagellar Member 8
LinJ.33,1440316,1443504,+,product=Flagellar Member 8
LinJ.33,1443861,1447517,+,product=Flagellar Member 8
LinJ.33,1453827,1467362,+,product=Flagellar Member 8
LinJ.33,1467490,1469586,+,product=Flagellar Member 8
LinJ.33,1471529,1478047,+,product=hypothetical protein - conserved
LinJ.33,1480743,1485116,+,product=Holliday-junction resolvase-like of SPT6/SH2 domain containing protein - putative
LinJ.33,1486240,1487637,+,product=hypothetical protein - conserved
LinJ.33,1488461,1491514,+,product=hypothetical protein - conserved
LinJ.33,1492261,1493178,+,product=Trypsin-like peptidase domain containing protein - putative
LinJ.33,1493716,1496733,+,product=hypothetical protein - conserved
LinJ.33,1497295,1497750,+,product=40S ribosomal protein S13 - putative
LinJ.33,1498404,1499873,+,product=hypothetical protein - conserved
LinJ.33,1500518,1502113,+,product=hypothetical protein - conserved
LinJ.33,1503099,1504937,+,product=hypothetical protein - conserved
LinJ.33,1505773,1506084,+,product=small nuclear ribonucleoprotein SmD2
LinJ.33,1506986,1507990,+,product=cation transporter - putative
LinJ.33,1510734,1513388,+,product=beta prime cop protein - putative
LinJ.33,1514524,1515438,+,product=Zn-finger in Ran binding protein and others - putative
LinJ.33,1516996,1518600,+,product=hypothetical protein - conserved
LinJ.33,1519249,1519569,+,product=60S ribosomal protein L44 - putative
LinJ.33,1520148,1520558,+,product=h1 histone-like protein
LinJ.33,1522131,1523504,+,product=hypothetical protein - conserved
LinJ.33,1524638,1527487,+,product=ABC transporter family-like protein
LinJ.33,1527978,1529162,+,product=delta-12 fatty acid desaturase
LinJ.34,5764,6585,-,product=short chain dehydrogenase - putative
LinJ.34,8271,9620,+,product=hypothetical protein - conserved
LinJ.34,10335,11357,+,product=protein kinase - putative
LinJ.34,12431,14470,+,product=DnaJ domain containing protein - putative
LinJ.34,14985,16739,+,product=Cleft lip and palate transmembrane protein 1 (CLPTM1) - putative
LinJ.34,18988,22188,+,product=hypothetical protein - conserved
LinJ.34,23421,24332,+,product=ascorbate peroxidase
LinJ.34,26543,28522,+,product=glucose-6-phosphate 1-dehydrogenase - putative
LinJ.34,30581,31105,+,product=hypothetical protein - conserved
LinJ.34,33038,34828,+,product=hypothetical protein - conserved
LinJ.34,36015,38096,+,product=PrimPol-like protein 2 - putative
LinJ.34,38970,39626,+,product=adenylate kinase - putative
LinJ.34,43821,44510,+,product=adenylate kinase 2
LinJ.34,45610,46638,+,product=malate dehydrogenase - putative
LinJ.34,47355,48308,+,product=malate dehydrogenase
LinJ.34,51549,52544,+,product=malate dehydrogenase - putative
LinJ.34,54725,55702,+,product=mitochondrial malate dehydrogenase
LinJ.34,57723,58709,+,product=Nucleolar protein 12 (25kDa) - putative
LinJ.34,59637,61505,+,product=hypothetical protein - conserved
LinJ.34,65516,67813,+,product=hypothetical protein - conserved
LinJ.34,68638,70113,+,product=Domain of unknown function (DUF1935) - putative
LinJ.34,73486,75039,+,product=Antimony resistance marker of 58 kDa
LinJ.34,77509,78138,+,product=CS domain containing protein - putative
LinJ.34,78925,79932,+,product=emp24/gp25L/p24 family/GOLD - putative
LinJ.34,81055,83214,+,product=intraflagellar transport protein 81 - putative
LinJ.34,84611,88627,+,product=hypothetical protein - conserved
LinJ.34,89701,90852,+,product=hypothetical protein - conserved
LinJ.34,92410,92682,+,product=Regulatory subunit of type II PKA R-subunit - putative
LinJ.34,93510,95891,+,product=Pyridine nucleotide-disulphide oxidoreductase - putative
LinJ.34,98329,102987,+,product=calpain-like cysteine peptidase - putative
LinJ.34,105164,107203,+,product=Trafficking protein Mon1 - putative
LinJ.34,108517,110802,+,product=WD domain - G-beta repeat - putative
LinJ.34,111878,113983,+,product=tRNA pseudouridine synthase - putative
LinJ.34,115855,116931,+,product=hypothetical protein - conserved
LinJ.34,120219,122024,+,product=deoxyhypusine synthase
LinJ.34,123190,125598,+,product=AAA domain (dynein-related subfamily)/ATPase family associated with various cellular activities (AAA)/AAA domain containing protein - putative
LinJ.34,126966,128102,+,product=eukaryotic translation initiation factor 5 - putative
LinJ.34,129211,133983,+,product=DNA-directed RNA polymerase III subunit C1 - putative
LinJ.34,134753,138172,+,product=Conserved oligomeric complex COG6 - putative
LinJ.34,139256,140974,+,product=hypothetical protein - conserved
LinJ.34,141529,143247,+,product=hypothetical protein - conserved
LinJ.34,143868,144347,+,product=hypothetical protein - conserved
LinJ.34,144939,146201,+,product=hypothetical protein - conserved
LinJ.34,148243,149499,+,product=hypothetical protein - conserved
LinJ.34,150298,151107,+,product=hypothetical protein - conserved
LinJ.34,152320,152682,+,product=ribosomal protein S25
LinJ.34,155071,157959,+,product=hypothetical protein
LinJ.34,159905,166948,+,product=hypothetical protein - conserved
LinJ.34,171619,173772,+,product=WD domain - G-beta repeat - putative
LinJ.34,178373,186043,+,product=calcium channel protein - putative
LinJ.34,187904,190516,+,product=importin beta-1 subunit - putative
LinJ.34,191913,192329,+,product=hypothetical protein
LinJ.34,195671,196444,+,product=splicing factor ptsr1 interacting protein - putative
LinJ.34,200619,201269,+,product=Amastin surface glycoprotein - putative
LinJ.34,204202,204852,+,product=Amastin surface glycoprotein - putative
LinJ.34,207853,208407,+,product=Amastin surface glycoprotein - putative
LinJ.34,213945,216650,+,product=phosphoglycan beta 1 -2 arabinosyltransferase - (SCA like)
LinJ.34,218009,223108,+,product=hypothetical protein - conserved
LinJ.34,224950,226425,+,product=hypothetical protein - conserved
LinJ.34,229501,230670,+,product=Gamma-soluble NSF attachment protein (SNAP-gamma) (N-ethylmaleimide-sensitive factor attachment protein - gamma) - putative
LinJ.34,232762,234627,+,product=leucine-rich repeat protein - putative
LinJ.34,242989,248238,+,product=hypothetical protein - conserved
LinJ.34,249865,252369,+,product=Translation factor GUF1 - mitochondrial - putative
LinJ.34,253245,253613,+,product=hypothetical protein - conserved
LinJ.34,254714,258451,+,product=nuclear cap binding complex subunit CBP110 - putative
LinJ.34,259468,262005,+,product=hypothetical protein - conserved
LinJ.34,263680,264633,+,product=enoyl-[acyl-carrier-protein] reductase - putative
LinJ.34,272204,279385,+,product=hypothetical protein - conserved
LinJ.34,281440,283800,+,product=hypothetical protein - conserved
LinJ.34,286237,287997,+,product=hypothetical protein - conserved
LinJ.34,290090,291019,+,product=proteasome regulatory non-ATPase subunit 11 - putative
LinJ.34,293572,296880,+,product=hypothetical protein - conserved
LinJ.34,299221,305490,+,product=ATP-binding cassette protein subfamily C - member 8 - putative
LinJ.34,318751,326379,+,product=hypothetical protein
LinJ.34,327900,328247,+,product=hypothetical protein
LinJ.34,332066,332695,+,product=Uncharacterized conserved protein (DUF2039) - putative
LinJ.34,333052,333534,+,product=Predicted membrane protein - putative
LinJ.34,334073,336379,+,product=hypothetical protein - conserved
LinJ.34,336898,338358,+,product=hypothetical protein - conserved
LinJ.34,340001,340633,+,product=Stage II sporulation protein E (SpoIIE) - putative
LinJ.34,341663,343069,+,product=CBF/Mak21 family - putative
LinJ.34,344225,345634,+,product=hypothetical protein - conserved
LinJ.34,347791,349200,+,product=hypothetical protein - conserved
LinJ.34,350157,350795,+,product=hypothetical protein - conserved
LinJ.34,355018,355869,+,product=serine/threonine-protein phosphatase PP1 - putative
LinJ.34,360023,360937,+,product=serine/threonine-protein phosphatase PP1 - putative
LinJ.34,364311,365213,+,product=serine/threonine-protein phosphatase PP1 - putative
LinJ.34,368526,369431,+,product=serine/threonine-protein phosphatase PP1 - putative
LinJ.34,374875,375252,+,product=Transcription factor Pcc1 - putative
LinJ.34,376031,376750,+,product=elongation factor 1-beta
LinJ.34,378929,379162,+,product=25 Kd elongation factor 1-beta - putative
LinJ.34,382323,383042,+,product=elongation factor 1-beta
LinJ.34,386099,386989,+,product=serine/threonine-protein phosphatase PP1 - putative
LinJ.34,388623,389291,+,product=60S ribosomal protein L13a - putative
LinJ.34,390206,391837,+,product=hypothetical protein - conserved
LinJ.34,393181,395976,+,product=hypothetical protein - conserved
LinJ.34,397417,397896,+,product=DNA-directed RNA polymerase III subunit - putative
LinJ.34,402443,403312,+,product=ubiquitin-conjugating enzyme E2 - putative
LinJ.34,404179,404682,+,product=hypothetical protein - conserved
LinJ.34,406638,408713,+,product=hypothetical protein - conserved
LinJ.34,409766,410089,+,product=hypothetical protein - conserved
LinJ.34,412295,415303,+,product=Wee1-like protein kinase - putative
LinJ.34,417671,420376,+,product=hypothetical protein - conserved
LinJ.34,423898,424494,+,product=amastin-like surface protein - putative
LinJ.34,432678,433307,+,product=amastin-like protein
LinJ.34,437101,437694,+,product=Amastin surface glycoprotein - putative
LinJ.34,441482,442075,+,product=Amastin surface glycoprotein - putative
LinJ.34,445859,446494,+,product=amastin-like protein
LinJ.34,450278,450913,+,product=amastin-like protein
LinJ.34,454614,455225,+,product=amastin-like protein
LinJ.34,461742,462323,+,product=amastin-like protein
LinJ.34,471411,475436,+,product=ATP-binding cassette protein subfamily B - member 2 - putative
LinJ.34,479073,483191,+,product=myosin IB heavy chain - putative
LinJ.34,483982,485748,+,product=hypothetical protein - conserved
LinJ.34,486610,487980,+,product=N2227-like protein - putative
LinJ.34,491774,492529,+,product=EF-hand domain pair - putative
LinJ.34,493946,494674,+,product=uracil phosphoribosyltransferase - putative
LinJ.34,496984,499086,+,product=SET domain/Tetratricopeptide repeat - putative
LinJ.34,503259,505130,+,product=mitochondrial ATP-dependent zinc metallopeptidase - putative
LinJ.34,507214,510291,-,product=Lipase (class 3) - putative
LinJ.34,515350,515943,-,product=amastin-like surface protein - putative
LinJ.34,517144,518148,-,product=tuzin-like protein
LinJ.34,521303,525598,-,product=dihydroxyacetonephosphate acyltransferase
LinJ.34,529677,530840,-,product=hypothetical protein - conserved
LinJ.34,532542,534149,-,product=Shwachman-Bodian-Diamond syndrome (SBDS) protein/SBDS protein C-terminal domain containing protein - putative
LinJ.34,535529,536326,-,product=Calponin homology (CH) domain/Domain of Unknown Function (DUF1042)/CAMSAP CH domain containing protein - putative
LinJ.34,537464,544858,-,product=hypothetical protein - conserved
LinJ.34,545893,547374,-,product=Dihydrouridine synthase (Dus) - putative
LinJ.34,548091,549248,-,product=hypothetical protein - conserved
LinJ.34,550753,551367,-,product=Uncharacterised ACR - YggU family COG1872 - putative
LinJ.34,552763,554115,-,product=hypothetical protein - conserved
LinJ.34,556264,556803,-,product=hypothetical protein
LinJ.34,559479,561476,-,product=hypothetical protein - conserved
LinJ.34,564094,564924,-,product=Enriched in surface-labeled proteome protein 11 - putative
LinJ.34,565375,567150,-,product=hypothetical protein - conserved
LinJ.34,568142,572713,-,product=ATP-dependent RNA helicase-like protein
LinJ.34,574657,575034,-,product=hypothetical protein - conserved
LinJ.34,576253,577680,-,product=hypothetical protein - conserved
LinJ.34,580230,582524,-,product=inositol 5-phosphatase-like protein
LinJ.34,585709,590481,-,product=hypothetical protein - conserved
LinJ.34,590833,592479,-,product=3'-5' exonuclease - putative
LinJ.34,593967,594245,-,product=hypothetical protein - conserved
LinJ.34,594724,595800,-,product=PTP1-interacting protein - 39 kDa - putative
LinJ.34,596540,599344,-,product=mitochondrial DNA polymerase I protein A - putative
LinJ.34,602176,607770,-,product=Protein of unknown function (DUF3595) - putative
LinJ.34,608395,609435,-,product=hypothetical protein - conserved
LinJ.34,610822,612981,-,product=hypothetical protein - conserved
LinJ.34,614653,615732,-,product=OsmC-like protein - putative
LinJ.34,617849,620713,-,product=hypothetical protein - conserved
LinJ.34,622835,625189,-,product=hypothetical protein - conserved
LinJ.34,627482,628702,-,product=BCS1 N terminal/ATPase family associated with various cellular activities (AAA) - putative
LinJ.34,629433,633398,-,product=hypothetical protein - conserved
LinJ.34,634774,636504,-,product=hypothetical protein - conserved
LinJ.34,637604,645439,-,product=hypothetical protein - conserved
LinJ.34,647535,648506,-,product=hypothetical protein - conserved
LinJ.34,649595,653503,-,product=hypothetical protein - conserved
LinJ.34,656869,671256,-,product=N-terminal region of Chorein - a TM vesicle-mediated sorter/Protein of unknown function (DUF1162) - putative
LinJ.34,673671,674651,-,product=d-isomer specific 2-hydroxyacid dehydrogenase- protein
LinJ.34,676368,677375,-,product=d-isomer specific 2-hydroxyacid dehydrogenase- protein
LinJ.34,679092,680099,-,product=d-isomer specific 2-hydroxyacid dehydrogenase- protein
LinJ.34,681463,682296,-,product=hypothetical protein - conserved
LinJ.34,683266,684996,-,product=tyrosine phosphatase isoform - putative
LinJ.34,688438,691425,-,product=hypothetical protein - conserved
LinJ.34,694453,696021,-,product=R3H-associated N-terminal domain containing protein - putative
LinJ.34,697625,699742,-,product=hypothetical protein - conserved
LinJ.34,700575,701759,-,product=EAP30/Vps36 family - putative
LinJ.34,702594,705599,-,product=hypothetical protein - conserved
LinJ.34,707663,708721,-,product=hypothetical protein - conserved
LinJ.34,714447,716858,-,product=Protein of unknown function (DUF3808) - putative
LinJ.34,719512,721041,-,product=hypothetical protein - conserved
LinJ.34,723536,723997,-,product=p25-alpha - putative
LinJ.34,725422,725850,-,product=p25-alpha - putative
LinJ.34,726668,729874,-,product=kinesin - putative
LinJ.34,730743,733070,-,product=ATP dependent DEAD-box helicase - putative
LinJ.34,734141,734641,-,product=ubiquitin-conjugating enzyme E2 - putative
LinJ.34,742808,743587,-,product=amastin-like surface protein - putative
LinJ.34,745977,746594,-,product=Amastin surface glycoprotein - putative
LinJ.34,749231,749848,-,product=Amastin surface glycoprotein - putative
LinJ.34,752488,753105,-,product=Amastin surface glycoprotein - putative
LinJ.34,767658,768239,-,product=amastin-like surface protein - putative
LinJ.34,770989,771570,-,product=amastin-like surface protein - putative
LinJ.34,784097,784678,-,product=amastin-like surface protein - putative
LinJ.34,787428,788009,-,product=amastin-like surface protein - putative
LinJ.34,790760,791341,-,product=amastin-like surface protein - putative
LinJ.34,794094,794675,-,product=amastin-like surface protein - putative
LinJ.34,797426,798007,-,product=amastin-like surface protein - putative
LinJ.34,800758,801339,-,product=Amastin surface glycoprotein - putative
LinJ.34,803658,805586,-,product=tuzin-like protein
LinJ.34,807556,808188,-,product=Amastin surface glycoprotein - putative
LinJ.34,810306,810884,-,product=amastin-like surface protein - putative
LinJ.34,813060,813638,-,product=amastin-like surface protein - putative
LinJ.34,815827,816405,-,product=amastin-like surface protein - putative
LinJ.34,818594,819172,-,product=amastin-like surface protein - putative
